question,answer
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"I forgot my Moodle password, what should I do now?",Use email MSSV@student.hcmus.edu.vn to send to the Technical Department support@fit.hcmus.edu.vn for support.
"Teacher, please tell me what the portal is used for?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Bot can you tell me what the portal is used for?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal is used for?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the portal is used for?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the portal is used for?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Teacher, can you tell me what the portal is used for?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Teacher/Teacher, can you tell me what the portal does?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Bot, please tell me what the portal does?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Could you please tell me what the portal does?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal does?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal does?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the portal does?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the portal does?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Teacher, can you tell me what the portal does?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal's purpose is?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal's purpose is?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Let me ask, bot, what is the purpose of the portal?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal's purpose is?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal's purpose is?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
Can you tell me what the portal's purpose is?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the purpose of the portal is?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Admin, can you tell me what the purpose of the portal is?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
"Teacher, can you tell me what the purpose of the portal is?","Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
What is the Portal page for?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
What is the Portal page for?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
What does the Portal page do?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
What is the purpose of the Portal page?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
What is a Portal page?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
How does the Portal page work?,"Portal account for students to register for courses, look up timetables, exam schedules, view study scores, training scores, evaluate course surveys..."
